QDM Type,Data Element Valueset,Attribute,Attribute Valueset,Measure
QDM::DeviceOrder,2.16.840.1.113883.3.117.1.7.1.256,negationRationale,2.16.840.1.113883.3.117.1.7.1.93,CMS190v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,diagnoses,2.16.840.1.113883.3.117.1.7.1.202,CMS190v7
QDM::DeviceApplied,2.16.840.1.113883.3.117.1.7.1.230,negationRationale,2.16.840.1.113883.3.117.1.7.1.473,CMS190v7
QDM::MedicationAdministered,2.16.840.1.113883.3.117.1.7.1.232,negationRationale,2.16.840.1.113883.3.117.1.7.1.473,CMS190v7
QDM::DeviceOrder,2.16.840.1.113883.3.117.1.7.1.230,negationRationale,2.16.840.1.113883.3.117.1.7.1.473,CMS190v7
QDM::MedicationAdministered,2.16.840.1.113762.1.4.1045.41,id,,CMS190v7
QDM::MedicationAdministered,2.16.840.1.113762.1.4.1045.41,relevantPeriod,,CMS190v7
QDM::MedicationOrder,2.16.840.1.113762.1.4.1045.39,negationRationale,2.16.840.1.113883.3.117.1.7.1.93,CMS190v7
QDM::MedicationOrder,2.16.840.1.113762.1.4.1045.39,negationRationale,2.16.840.1.113883.3.117.1.7.1.93,CMS190v7
QDM::MedicationAdministered,2.16.840.1.113762.1.4.1045.39,negationRationale,2.16.840.1.113883.3.117.1.7.1.93,CMS190v7
QDM::MedicationAdministered,2.16.840.1.113762.1.4.1045.39,negationRationale,2.16.840.1.113883.3.117.1.7.1.93,CMS190v7
QDM::MedicationOrder,2.16.840.1.113762.1.4.1045.39,negationRationale,2.16.840.1.113883.3.117.1.7.1.473,CMS190v7
QDM::MedicationOrder,2.16.840.1.113883.3.117.1.7.1.219,negationRationale,2.16.840.1.113883.3.117.1.7.1.473,CMS190v7
QDM::DeviceOrder,2.16.840.1.113883.3.117.1.7.1.256,negationRationale,2.16.840.1.113883.3.117.1.7.1.473,CMS190v7
QDM::MedicationOrder,2.16.840.1.113883.3.117.1.7.1.211,negationRationale,2.16.840.1.113883.3.117.1.7.1.473,CMS190v7
QDM::DeviceOrder,2.16.840.1.113883.3.117.1.7.1.214,negationRationale,2.16.840.1.113883.3.117.1.7.1.473,CMS190v7
QDM::MedicationOrder,2.16.840.1.113883.3.117.1.7.1.232,negationRationale,2.16.840.1.113883.3.117.1.7.1.473,CMS190v7
QDM::MedicationAdministered,2.16.840.1.113883.3.117.1.7.1.219,negationRationale,2.16.840.1.113883.3.117.1.7.1.93,CMS190v7
QDM::MedicationAdministered,2.16.840.1.113883.3.117.1.7.1.219,negationRationale,2.16.840.1.113883.3.117.1.7.1.93,CMS190v7
QDM::MedicationAdministered,2.16.840.1.113883.3.117.1.7.1.232,negationRationale,2.16.840.1.113883.3.117.1.7.1.93,CMS190v7
QDM::MedicationAdministered,2.16.840.1.113883.3.117.1.7.1.232,negationRationale,2.16.840.1.113883.3.117.1.7.1.93,CMS190v7
QDM::DeviceApplied,2.16.840.1.113883.3.117.1.7.1.214,negationRationale,2.16.840.1.113883.3.117.1.7.1.93,CMS190v7
QDM::DeviceApplied,2.16.840.1.113883.3.117.1.7.1.214,negationRationale,2.16.840.1.113883.3.117.1.7.1.93,CMS190v7
QDM::DeviceApplied,2.16.840.1.113883.3.117.1.7.1.230,negationRationale,2.16.840.1.113883.3.117.1.7.1.93,CMS190v7
QDM::DeviceApplied,2.16.840.1.113883.3.117.1.7.1.230,negationRationale,2.16.840.1.113883.3.117.1.7.1.93,CMS190v7
QDM::DeviceApplied,2.16.840.1.113883.3.117.1.7.1.256,negationRationale,2.16.840.1.113883.3.117.1.7.1.93,CMS190v7
QDM::DeviceApplied,2.16.840.1.113883.3.117.1.7.1.256,negationRationale,2.16.840.1.113883.3.117.1.7.1.93,CMS190v7
QDM::MedicationAdministered,2.16.840.1.113883.3.117.1.7.1.218,route,2.16.840.1.113883.3.117.1.7.1.222,CMS190v7
QDM::MedicationAdministered,2.16.840.1.113883.3.117.1.7.1.218,route,2.16.840.1.113883.3.117.1.7.1.222,CMS190v7
QDM::Diagnosis,2.16.840.1.113883.3.117.1.7.1.263,prevalencePeriod,,CMS190v7
QDM::ProcedurePerformed,2.16.840.1.113883.3.117.1.7.1.260,ordinality,2.16.840.1.113883.3.117.1.7.1.14,CMS190v7
QDM::ProcedurePerformed,2.16.840.1.113883.3.117.1.7.1.260,ordinality,2.16.840.1.113883.3.117.1.7.1.14,CMS190v7
QDM::ProcedurePerformed,2.16.840.1.113883.3.117.1.7.1.260,relevantPeriod,,CMS190v7
QDM::InterventionOrder,1.3.6.1.4.1.33895.1.3.0.45,relevantPeriod,,CMS190v7
QDM::InterventionOrder,1.3.6.1.4.1.33895.1.3.0.45,authorDatetime,,CMS190v7
QDM::ProcedurePerformed,2.16.840.1.113883.3.666.5.1743,relevantPeriod,,CMS190v7
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.292,relevantPeriod,,CMS190v7
QDM::InterventionPerformed,1.3.6.1.4.1.33895.1.3.0.45,relevantPeriod,,CMS190v7
QDM::MedicationAdministered,2.16.840.1.113762.1.4.1045.39,relevantPeriod,,CMS190v7
QDM::MedicationAdministered,2.16.840.1.113883.3.117.1.7.1.218,route,,CMS190v7
QDM::DeviceApplied,2.16.840.1.113883.3.117.1.7.1.214,relevantPeriod,,CMS190v7
QDM::MedicationAdministered,2.16.840.1.113762.1.4.1045.39,authorDatetime,,CMS190v7
QDM::MedicationAdministered,2.16.840.1.113883.3.117.1.7.1.219,authorDatetime,,CMS190v7
QDM::MedicationAdministered,2.16.840.1.113883.3.117.1.7.1.232,authorDatetime,,CMS190v7
QDM::DeviceOrder,2.16.840.1.113883.3.117.1.7.1.214,authorDatetime,,CMS190v7
QDM::DeviceOrder,2.16.840.1.113883.3.117.1.7.1.230,authorDatetime,,CMS190v7
QDM::DeviceOrder,2.16.840.1.113883.3.117.1.7.1.256,authorDatetime,,CMS190v7
QDM::MedicationOrder,2.16.840.1.113762.1.4.1045.39,authorDatetime,,CMS190v7
QDM::MedicationOrder,2.16.840.1.113883.3.117.1.7.1.219,authorDatetime,,CMS190v7
QDM::MedicationOrder,2.16.840.1.113883.3.117.1.7.1.211,authorDatetime,,CMS190v7
QDM::MedicationOrder,2.16.840.1.113883.3.117.1.7.1.232,authorDatetime,,CMS190v7
QDM::MedicationAdministered,2.16.840.1.113883.3.117.1.7.1.205,authorDatetime,,CMS190v7
QDM::ProcedurePerformed,2.16.840.1.113883.3.117.1.7.1.259,ordinality,,CMS190v7
QDM::MedicationAdministered,2.16.840.1.113883.3.117.1.7.1.134,relevantPeriod,,CMS190v7
QDM::ProcedurePerformed,2.16.840.1.113883.3.117.1.7.1.259,relevantPeriod,,CMS190v7
QDM::ProcedurePerformed,2.16.840.1.113883.3.117.1.7.1.255,ordinality,2.16.840.1.113883.3.117.1.7.1.14,CMS190v7
QDM::ProcedurePerformed,2.16.840.1.113883.3.117.1.7.1.255,ordinality,2.16.840.1.113883.3.117.1.7.1.14,CMS190v7
QDM::ProcedurePerformed,2.16.840.1.113883.3.117.1.7.1.255,relevantPeriod,,CMS190v7
QDM::ProcedurePerformed,2.16.840.1.113883.3.117.1.7.1.257,ordinality,2.16.840.1.113883.3.117.1.7.1.14,CMS190v7
QDM::ProcedurePerformed,2.16.840.1.113883.3.117.1.7.1.257,ordinality,2.16.840.1.113883.3.117.1.7.1.14,CMS190v7
QDM::ProcedurePerformed,2.16.840.1.113883.3.117.1.7.1.257,relevantPeriod,,CMS190v7
QDM::MedicationAdministered,2.16.840.1.113883.3.117.1.7.1.219,relevantPeriod,,CMS190v7
QDM::MedicationAdministered,2.16.840.1.113883.3.117.1.7.1.232,relevantPeriod,,CMS190v7
QDM::DeviceApplied,2.16.840.1.113883.3.117.1.7.1.230,relevantPeriod,,CMS190v7
QDM::DeviceApplied,2.16.840.1.113883.3.117.1.7.1.256,relevantPeriod,,CMS190v7
QDM::MedicationAdministered,2.16.840.1.113883.3.117.1.7.1.219,negationRationale,2.16.840.1.113883.3.117.1.7.1.473,CMS190v7
QDM::DeviceApplied,2.16.840.1.113883.3.117.1.7.1.230,negationRationale,2.16.840.1.113883.3.117.1.7.1.473,CMS190v7
QDM::DeviceApplied,2.16.840.1.113883.3.117.1.7.1.230,authorDatetime,,CMS190v7
QDM::MedicationOrder,2.16.840.1.113883.3.117.1.7.1.219,negationRationale,2.16.840.1.113883.3.117.1.7.1.473,CMS190v7
QDM::DeviceOrder,2.16.840.1.113883.3.117.1.7.1.256,negationRationale,2.16.840.1.113883.3.117.1.7.1.473,CMS190v7
QDM::MedicationAdministered,2.16.840.1.113883.3.117.1.7.1.218,authorDatetime,,CMS190v7
QDM::DeviceApplied,2.16.840.1.113883.3.117.1.7.1.214,authorDatetime,,CMS190v7
QDM::DeviceApplied,2.16.840.1.113883.3.117.1.7.1.256,authorDatetime,,CMS190v7
QDM::ProcedurePerformed,2.16.840.1.113883.3.117.1.7.1.261,ordinality,,CMS190v7
QDM::ProcedurePerformed,2.16.840.1.113883.3.117.1.7.1.261,relevantPeriod,,CMS190v7
QDM::Diagnosis,2.16.840.1.113883.3.117.1.7.1.202,prevalencePeriod,,CMS190v7
QDM::AssessmentPerformed,72136-5,authorDatetime,,CMS190v7
QDM::MedicationAdministered,2.16.840.1.113762.1.4.1045.39,negationRationale,2.16.840.1.113883.3.117.1.7.1.473,CMS190v7
QDM::DeviceApplied,2.16.840.1.113883.3.117.1.7.1.214,negationRationale,2.16.840.1.113883.3.117.1.7.1.473,CMS190v7
QDM::MedicationAdministered,2.16.840.1.113883.3.117.1.7.1.232,negationRationale,2.16.840.1.113883.3.117.1.7.1.473,CMS190v7
QDM::DeviceOrder,2.16.840.1.113883.3.117.1.7.1.214,negationRationale,2.16.840.1.113883.3.117.1.7.1.473,CMS190v7
QDM::DeviceOrder,2.16.840.1.113883.3.117.1.7.1.230,negationRationale,2.16.840.1.113883.3.117.1.7.1.473,CMS190v7
QDM::MedicationOrder,2.16.840.1.113883.3.117.1.7.1.211,negationRationale,2.16.840.1.113883.3.117.1.7.1.473,CMS190v7
QDM::MedicationOrder,2.16.840.1.113883.3.117.1.7.1.232,negationRationale,2.16.840.1.113883.3.117.1.7.1.473,CMS190v7
QDM::ProcedurePerformed,2.16.840.1.113883.3.117.1.7.1.258,ordinality,2.16.840.1.113883.3.117.1.7.1.14,CMS190v7
QDM::ProcedurePerformed,2.16.840.1.113883.3.117.1.7.1.258,ordinality,2.16.840.1.113883.3.117.1.7.1.14,CMS190v7
QDM::ProcedurePerformed,2.16.840.1.113883.3.117.1.7.1.258,relevantPeriod,,CMS190v7
QDM::ProcedurePerformed,2.16.840.1.113883.3.117.1.7.1.259,ordinality,2.16.840.1.113883.3.117.1.7.1.14,CMS190v7
QDM::ProcedurePerformed,2.16.840.1.113883.3.117.1.7.1.259,ordinality,2.16.840.1.113883.3.117.1.7.1.14,CMS190v7
QDM::ProcedurePerformed,2.16.840.1.113883.3.117.1.7.1.261,ordinality,2.16.840.1.113883.3.117.1.7.1.14,CMS190v7
QDM::ProcedurePerformed,2.16.840.1.113883.3.117.1.7.1.261,ordinality,2.16.840.1.113883.3.117.1.7.1.14,CMS190v7
QDM::ProcedurePerformed,2.16.840.1.113883.3.117.1.7.1.272,ordinality,2.16.840.1.113883.3.117.1.7.1.14,CMS190v7
QDM::ProcedurePerformed,2.16.840.1.113883.3.117.1.7.1.272,ordinality,2.16.840.1.113883.3.117.1.7.1.14,CMS190v7
QDM::ProcedurePerformed,2.16.840.1.113883.3.117.1.7.1.272,relevantPeriod,,CMS190v7
QDM::ProcedurePerformed,2.16.840.1.113883.3.117.1.7.1.260,ordinality,,CMS190v7
QDM::ProcedurePerformed,2.16.840.1.113883.3.117.1.7.1.255,ordinality,,CMS190v7
QDM::ProcedurePerformed,2.16.840.1.113883.3.117.1.7.1.257,ordinality,,CMS190v7
QDM::ProcedurePerformed,2.16.840.1.113883.3.117.1.7.1.258,ordinality,,CMS190v7
QDM::ProcedurePerformed,2.16.840.1.113883.3.117.1.7.1.272,ordinality,,CMS190v7
QDM::DeviceApplied,2.16.840.1.113883.3.117.1.7.1.256,negationRationale,2.16.840.1.113883.3.117.1.7.1.473,CMS190v7
QDM::MedicationAdministered,2.16.840.1.113883.3.117.1.7.1.211,negationRationale,2.16.840.1.113883.3.117.1.7.1.473,CMS190v7
QDM::MedicationAdministered,2.16.840.1.113883.3.117.1.7.1.211,authorDatetime,,CMS190v7
QDM::MedicationAdministered,2.16.840.1.113883.3.117.1.7.1.211,relevantPeriod,,CMS190v7
QDM::Diagnosis,2.16.840.1.113883.3.117.1.7.1.264,prevalencePeriod,,CMS190v7
QDM::MedicationAdministered,2.16.840.1.113762.1.4.1045.39,route,,CMS190v7
QDM::MedicationOrder,2.16.840.1.113762.1.4.1045.39,negationRationale,2.16.840.1.113883.3.117.1.7.1.473,CMS190v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,relevantPeriod,,CMS26v6
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,principalDiagnosis,,CMS26v6
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,principalDiagnosis,2.16.840.1.113883.3.117.1.7.1.271,CMS26v6
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,dischargeDisposition,,CMS26v6
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,dischargeDisposition,2.16.840.1.113883.3.117.1.7.1.82,CMS26v6
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,relevantPeriod,,CMS113v7
QDM::ProcedurePerformed,2.16.840.1.113762.1.4.1045.59,relevantPeriod,,CMS113v7
QDM::ProcedurePerformed,2.16.840.1.113883.3.117.1.7.1.421,relevantPeriod,,CMS113v7
QDM::ProcedurePerformed,2.16.840.1.113883.3.117.1.7.1.282,relevantPeriod,,CMS113v7
QDM::AssessmentPerformed,2.16.840.1.113762.1.4.1045.26,result,,CMS113v7
QDM::AssessmentPerformed,2.16.840.1.113762.1.4.1045.26,authorDatetime,,CMS113v7
QDM::AssessmentPerformed,2.16.840.1.113762.1.4.1045.28,authorDatetime,,CMS113v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,diagnoses,,CMS113v7
QDM::Diagnosis,2.16.840.1.113883.3.117.1.7.1.286,prevalencePeriod,,CMS113v7
QDM::AssessmentPerformed,2.16.840.1.113883.3.117.1.7.1.281,authorDatetime,,CMS113v7
QDM::ProcedurePerformed,2.16.840.1.113883.3.117.1.7.1.288,relevantPeriod,,CMS113v7
QDM::Diagnosis,2.16.840.1.113762.1.4.1110.14,prevalencePeriod,,CMS113v7
QDM::Diagnosis,2.16.840.1.113883.3.117.1.7.1.137,prevalencePeriod,,CMS113v7
QDM::Diagnosis,2.16.840.1.113762.1.4.1110.12,prevalencePeriod,,CMS113v7
QDM::ProcedurePerformed,2.16.840.1.113883.3.117.1.7.1.422,relevantPeriod,,CMS113v7
QDM::Diagnosis,2.16.840.1.113762.1.4.1110.16,prevalencePeriod,,CMS113v7
QDM::MedicationAdministered,2.16.840.1.113762.1.4.1045.55,relevantPeriod,,CMS113v7
QDM::MedicationAdministered,2.16.840.1.113762.1.4.1045.56,relevantPeriod,,CMS113v7
QDM::ProcedurePerformed,2.16.840.1.113762.1.4.1045.57,relevantPeriod,,CMS113v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,diagnoses,2.16.840.1.113883.3.117.1.7.1.286,CMS113v7
QDM::ProcedurePerformed,2.16.840.1.113762.1.4.1110.18,relevantPeriod,,CMS113v7
QDM::ProcedurePerformed,2.16.840.1.113762.1.4.1110.25,relevantPeriod,,CMS113v7
QDM::ProcedurePerformed,2.16.840.1.113762.1.4.1110.24,relevantPeriod,,CMS113v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,relevantPeriod,,CMS9v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,diagnoses,,CMS9v7
QDM::Diagnosis,2.16.840.1.113883.3.117.1.7.1.26,prevalencePeriod,,CMS9v7
QDM::AssessmentPerformed,2.16.840.1.113762.1.4.1045.47,authorDatetime,,CMS9v7
QDM::AssessmentPerformed,2.16.840.1.113762.1.4.1045.47,result,,CMS9v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,facilityLocations,,CMS9v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,dischargeDisposition,,CMS9v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,diagnoses,2.16.840.1.113883.3.117.1.7.1.26,CMS9v7
QDM::Diagnosis,2.16.840.1.113883.3.117.1.7.1.35,prevalencePeriod,,CMS9v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,dischargeDisposition,2.16.840.1.113883.3.117.1.7.1.309,CMS9v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,dischargeDisposition,2.16.840.1.113883.3.117.1.7.1.87,CMS9v7
QDM::EncounterPerformed,2.16.840.1.113883.3.666.5.307,diagnoses,2.16.840.1.113883.3.117.1.7.1.35,CMS9v7
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.424,relevantPeriod,,CMS71v8
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.424,principalDiagnosis,2.16.840.1.113883.3.117.1.7.1.247,CMS71v8
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.424,principalDiagnosis,2.16.840.1.113883.3.117.1.7.1.247,CMS71v8
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.424,diagnoses,2.16.840.1.113883.3.117.1.7.1.247,CMS71v8
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.424,principalDiagnosis,2.16.840.1.113883.3.117.1.7.1.212,CMS71v8
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.424,principalDiagnosis,2.16.840.1.113883.3.117.1.7.1.212,CMS71v8
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.424,principalDiagnosis,,CMS71v8
QDM::MedicationDischarge,2.16.840.1.113883.3.117.1.7.1.200,negationRationale,2.16.840.1.113883.3.117.1.7.1.473,CMS71v8
QDM::MedicationDischarge,2.16.840.1.113883.3.117.1.7.1.200,negationRationale,2.16.840.1.113883.3.117.1.7.1.473,CMS71v8
QDM::ProcedurePerformed,2.16.840.1.113883.3.117.1.7.1.203,relevantPeriod,,CMS71v8
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.424,dischargeDisposition,2.16.840.1.113883.3.117.1.7.1.308,CMS71v8
QDM::MedicationDischarge,2.16.840.1.113883.3.117.1.7.1.200,authorDatetime,,CMS71v8
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.424,dischargeDisposition,,CMS71v8
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.424,dischargeDisposition,2.16.840.1.113883.3.117.1.7.1.309,CMS71v8
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.424,dischargeDisposition,2.16.840.1.113883.3.117.1.7.1.207,CMS71v8
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.424,dischargeDisposition,2.16.840.1.113883.3.117.1.7.1.87,CMS71v8
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.424,diagnoses,2.16.840.1.113883.3.117.1.7.1.202,CMS71v8
QDM::Diagnosis,2.16.840.1.113883.3.117.1.7.1.202,prevalencePeriod,,CMS71v8
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.424,dischargeDisposition,2.16.840.1.113883.3.117.1.7.1.209,CMS71v8
QDM::InterventionOrder,1.3.6.1.4.1.33895.1.3.0.45,relevantPeriod,,CMS71v8
QDM::InterventionOrder,1.3.6.1.4.1.33895.1.3.0.45,authorDatetime,,CMS71v8
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.292,relevantPeriod,,CMS71v8
QDM::InterventionPerformed,1.3.6.1.4.1.33895.1.3.0.45,relevantPeriod,,CMS71v8
QDM::MedicationDischarge,2.16.840.1.113883.3.117.1.7.1.200,negationRationale,2.16.840.1.113883.3.117.1.7.1.93,CMS71v8
QDM::MedicationDischarge,2.16.840.1.113883.3.117.1.7.1.200,negationRationale,2.16.840.1.113883.3.117.1.7.1.93,CMS71v8
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.424,relevantPeriod,,CMS107v7
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.424,principalDiagnosis,2.16.840.1.113883.3.117.1.7.1.247,CMS107v7
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.424,principalDiagnosis,2.16.840.1.113883.3.117.1.7.1.247,CMS107v7
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.424,dischargeDisposition,,CMS107v7
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.424,principalDiagnosis,2.16.840.1.113883.3.117.1.7.1.212,CMS107v7
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.424,principalDiagnosis,2.16.840.1.113883.3.117.1.7.1.212,CMS107v7
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.424,principalDiagnosis,,CMS107v7
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.424,dischargeDisposition,2.16.840.1.113883.3.117.1.7.1.82,CMS107v7
QDM::InterventionOrder,1.3.6.1.4.1.33895.1.3.0.45,relevantPeriod,,CMS107v7
QDM::InterventionOrder,1.3.6.1.4.1.33895.1.3.0.45,authorDatetime,,CMS107v7
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.292,relevantPeriod,,CMS107v7
QDM::InterventionPerformed,1.3.6.1.4.1.33895.1.3.0.45,relevantPeriod,,CMS107v7
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.424,relevantPeriod,,CMS102v7
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.424,principalDiagnosis,2.16.840.1.113883.3.117.1.7.1.247,CMS102v7
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.424,principalDiagnosis,2.16.840.1.113883.3.117.1.7.1.247,CMS102v7
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.424,dischargeDisposition,,CMS102v7
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.424,principalDiagnosis,2.16.840.1.113883.3.117.1.7.1.212,CMS102v7
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.424,principalDiagnosis,2.16.840.1.113883.3.117.1.7.1.212,CMS102v7
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.424,principalDiagnosis,,CMS102v7
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.424,dischargeDisposition,2.16.840.1.113883.3.117.1.7.1.87,CMS102v7
QDM::InterventionOrder,1.3.6.1.4.1.33895.1.3.0.45,relevantPeriod,,CMS102v7
QDM::InterventionOrder,1.3.6.1.4.1.33895.1.3.0.45,authorDatetime,,CMS102v7
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.292,relevantPeriod,,CMS102v7
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.424,dischargeDisposition,2.16.840.1.113883.3.117.1.7.1.308,CMS102v7
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.424,dischargeDisposition,2.16.840.1.113883.3.117.1.7.1.309,CMS102v7
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.424,dischargeDisposition,2.16.840.1.113883.3.117.1.7.1.209,CMS102v7
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.424,dischargeDisposition,2.16.840.1.113883.3.117.1.7.1.207,CMS102v7
QDM::InterventionPerformed,1.3.6.1.4.1.33895.1.3.0.45,relevantPeriod,,CMS102v7
QDM::ProcedurePerformed,2.16.840.1.113762.1.4.1045.18,relevantPeriod,,CMS102v7
QDM::ProcedurePerformed,2.16.840.1.113762.1.4.1045.19,negationRationale,2.16.840.1.113883.3.117.1.7.1.93,CMS102v7
QDM::ProcedurePerformed,2.16.840.1.113762.1.4.1045.19,negationRationale,2.16.840.1.113883.3.117.1.7.1.93,CMS102v7
QDM::ProcedurePerformed,2.16.840.1.113762.1.4.1045.19,authorDatetime,,CMS102v7
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.424,dischargeDisposition,2.16.840.1.113883.3.117.1.7.1.132,CMS102v7
QDM::ProcedurePerformed,2.16.840.1.113762.1.4.1045.19,relevantPeriod,,CMS102v7
QDM::ProcedurePerformed,2.16.840.1.113762.1.4.1045.18,negationRationale,2.16.840.1.113883.3.117.1.7.1.473,CMS102v7
QDM::ProcedurePerformed,2.16.840.1.113762.1.4.1045.18,negationRationale,2.16.840.1.113883.3.117.1.7.1.473,CMS102v7
QDM::ProcedurePerformed,2.16.840.1.113762.1.4.1045.18,authorDatetime,,CMS102v7
QDM::ProcedurePerformed,2.16.840.1.113762.1.4.1045.18,negationRationale,2.16.840.1.113883.3.117.1.7.1.93,CMS102v7
QDM::ProcedurePerformed,2.16.840.1.113762.1.4.1045.18,negationRationale,2.16.840.1.113883.3.117.1.7.1.93,CMS102v7
QDM::ProcedurePerformed,2.16.840.1.113762.1.4.1045.19,negationRationale,2.16.840.1.113883.3.117.1.7.1.473,CMS102v7
QDM::ProcedurePerformed,2.16.840.1.113762.1.4.1045.19,negationRationale,2.16.840.1.113883.3.117.1.7.1.473,CMS102v7
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.424,relevantPeriod,,CMS104v7
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.424,principalDiagnosis,2.16.840.1.113883.3.117.1.7.1.247,CMS104v7
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.424,principalDiagnosis,2.16.840.1.113883.3.117.1.7.1.247,CMS104v7
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.424,dischargeDisposition,,CMS104v7
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.424,principalDiagnosis,2.16.840.1.113883.3.117.1.7.1.212,CMS104v7
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.424,principalDiagnosis,2.16.840.1.113883.3.117.1.7.1.212,CMS104v7
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.424,principalDiagnosis,,CMS104v7
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.424,dischargeDisposition,2.16.840.1.113883.3.117.1.7.1.87,CMS104v7
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.424,dischargeDisposition,2.16.840.1.113883.3.117.1.7.1.87,CMS104v7
QDM::InterventionOrder,1.3.6.1.4.1.33895.1.3.0.45,relevantPeriod,,CMS104v7
QDM::InterventionOrder,1.3.6.1.4.1.33895.1.3.0.45,authorDatetime,,CMS104v7
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.292,relevantPeriod,,CMS104v7
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.424,dischargeDisposition,2.16.840.1.113883.3.117.1.7.1.308,CMS104v7
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.424,dischargeDisposition,2.16.840.1.113883.3.117.1.7.1.308,CMS104v7
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.424,dischargeDisposition,2.16.840.1.113883.3.117.1.7.1.309,CMS104v7
QDM::EncounterPerformed,2.16.840.1.113883.3.117.1.7.1.424,dischargeDisposition,2.16.840.1.113883.3.117.1.7.1.309,CMS104v7
